492	195	78	3015	384	0	0	FULL	1	776988
335	265	130	0	617	0	0	FULL	1	3258
247	137	282	9	346	21	16	FULL	3	669927
261	159	206	8	636	21	30	FULL	6	1898
205	165	222	7	388	22	25	ALL_EDGES	4	644855
328	196	101	0	250	0	0	FULL	1	853075
240	157	119	4	267	0	0	ALL_EDGES	3	423260
248	198	133	6	637	0	0	FULL	1	634819
304	226	109	0	447	0	0	FULL	3	129467
301	198	177	1207	551	22	27	FULL	3	185042
355	151	140	1717	250	0	0	ALL_EDGES	4	527279
257	175	255	0	625	0	0	FULL	1	526444
300	206	122	15	438	0	0	FULL	3	651432
358	209	113	8	881	19	18	ALL_EDGES	1	127983
313	163	127	6	250	0	0	FULL	1	2187
218	186	87	0	560	17	16	FULL	1	749285
290	250	117	2193	250	0	0	FULL	1	911816
247	192	202	1301	347	17	14	FULL	1	324642
280	202	204	0	280	32	33	FULL	3	961658
294	216	150	9	1118	0	0	FULL	1	991963
230	195	145	6	462	0	0	FULL	2	2017
223	133	152	9	317	22	19	FULL	2	323913
437	318	69	19	669	0	0	FULL	2	865512
318	247	109	8	1331	30	36	FULL	1	372984
332	239	145	11	850	0	0	ALL_EDGES	4	543137
242	232	133	7	913	0	0	FULL	3	1773
266	212	116	6	430	0	0	FULL	1	785089
340	222	153	11	250	0	0	FULL	4	179625
284	238	111	7	680	0	0	FULL	3	208525
230	133	146	4	303	13	14	FULL	3	216152
286	186	179	9	1207	9	9	FULL	2	470195
282	215	140	8	378	0	0	FULL	2	726722
190	114	301	6	652	0	0	FULL	4	806581
376	177	180	0	500	0	0	ALL_EDGES	2	675963
357	274	118	11	400	0	0	FULL	1	231311
334	284	121	2150	560	16	15	FULL	2	142870
350	163	149	0	250	22	24	FULL	2	853000
288	124	236	8	1727	0	0	FULL	2	667412
296	163	155	7	299	0	0	FULL	1	696648
323	276	95	1343	384	0	0	FULL	2	503542
377	223	89	7	453	0	0	FULL	2	633599
246	207	206	1638	384	21	23	FULL	1	74460
255	183	138	1339	447	43	45	FULL	2	854931
456	255	99	11	311	0	0	FULL	2	656718
331	273	133	1128	513	0	0	FULL	1	309228
288	217	104	6	250	0	0	ALL_EDGES	1	936444
211	150	267	0	250	0	0	FULL	3	633814
353	269	121	11	584	14	18	FULL	5	431476
399	211	196	33	250	7	8	FULL	1	750484
432	257	122	13	366	16	16	FULL	3	711823
278	210	248	4103	250	0	0	FULL	2	811615
315	275	156	13	539	13	15	ALL_EDGES	2	806968
370	238	188	1782	1049	0	0	FULL	1	934978
287	185	254	0	470	0	0	FULL	1	789235
321	204	222	0	250	0	0	FULL	2	427979
436	241	147	15	342	0	0	ALL_EDGES	2	47732
375	227	146	25	250	18	26	FULL	3	389104
347	292	183	0	583	35	41	FULL	1	943335
342	169	269	31	328	28	29	FULL	7	596155
374	228	170	0	1049	0	0	FULL	1	354798
372	253	176	0	1420	13	17	FULL	2	606228
253	186	329	15	1101	0	0	FULL	1	852182
407	249	192	19	1099	17	12	FULL	1	500490
275	197	230	12	385	0	0	FULL	4	962989
451	238	145	883	499	0	0	FULL	1	498770
279	285	246	0	250	0	0	FULL	2	409340
334	233	212	16	286	0	0	FULL	2	185574
331	176	284	33	250	0	0	FULL	2	649482
316	229	200	14	250	0	0	FULL	1	146346
306	203	217	1323	572	40	39	ALL_EDGES	1	574314
365	265	150	2334	463	20	19	FULL	2	12458
