363	286	82	8	383	0	0	FULL	7	653479
304	211	133	8	510	0	0	FULL	3	633948
339	321	60	0	1606	0	0	FULL	3	807154
307	204	136	3842	1301	19	18	FULL	1	222219
316	212	127	8	729	0	0	FULL	2	702871
271	204	154	17	592	0	0	FULL	1	121466
278	296	103	2771	1030	0	0	FULL	1	124350
307	200	154	1292	397	35	39	FULL	1	461807
213	134	157	918	616	0	0	FULL	2	108721
197	128	259	6	250	0	0	FULL	2	6425
291	186	157	8	325	0	0	FULL	1	452756
315	222	121	1173	250	16	23	FULL	4	777046
279	155	220	1425	302	13	17	FULL	11	646622
290	250	145	10	375	27	28	FULL	1	894959
350	191	180	12	508	24	25	FULL	1	12051
314	175	173	1919	1314	15	21	FULL	1	926115
215	165	98	0	373	0	0	FULL	2	888929
362	220	245	2340	250	10	6	FULL	4	619789
387	301	141	16	1248	13	13	FULL	1	685538
328	282	156	2291	330	0	0	FULL	1	37219
354	218	201	4324	1185	0	0	FULL	3	920649
342	241	188	899	441	0	0	CORNERS	2	421386
300	259	251	2671	711	0	0	FULL	1	10766
233	192	301	4239	1686	0	0	FULL	1	996153
474	302	136	19	652	0	0	FULL	3	52195
337	236	220	17	322	0	0	FULL	1	28275
297	216	195	12	416	0	0	FULL	2	656835
347	180	249	15	250	36	32	FULL	1	303060
321	192	218	13	469	0	0	FULL	1	190347
334	234	248	19	562	0	0	FULL	2	728127
377	224	184	15	250	0	0	FULL	2	74353
512	311	122	0	1077	20	19	FULL	4	192566
431	275	156	37	430	0	0	ALL_EDGES	2	568935
398	290	134	0	273	20	23	FULL	1	94295
286	217	249	15	486	0	0	ALL_EDGES	1	689411
462	275	153	0	250	7	3	FULL	3	730363
344	219	266	20	930	12	11	ALL_EDGES	3	564497
336	242	246	4460	647	12	13	FULL	4	786623
369	252	166	0	1750	22	22	FULL	7	942193
381	195	207	1348	525	10	10	FULL	2	610352
293	165	260	2287	250	0	0	ALL_EDGES	4	839456
376	278	130	27	728	0	0	FULL	1	535424
350	252	210	906	1579	0	0	FULL	1	397516
277	195	231	2587	385	0	0	ALL_EDGES	1	452309
312	183	289	16	387	0	0	FULL	2	263182
245	227	297	891	364	14	8	FULL	3	147642
495	367	91	16	377	0	0	FULL	3	195477
339	169	271	2945	565	0	0	CORNERS	4	105971
309	183	275	0	450	8	11	FULL	1	657064
286	212	206	0	1099	0	0	ALL_EDGES	1	758843
366	257	165	1689	517	25	23	FULL	2	585568
452	254	174	20	604	17	12	ALL_EDGES	5	530121
353	279	158	0	792	6	6	FULL	1	40478
236	194	340	961	250	17	15	FULL	1	938258
403	271	179	39	884	0	0	FULL	4	639700
412	176	227	0	753	21	25	FULL	3	707734
380	281	145	15	1623	31	29	FULL	3	812021
335	247	236	2983	440	0	0	ALL_EDGES	3	322075
375	281	185	39	250	7	8	FULL	1	119380
415	265	168	0	729	0	0	FULL	1	765503
392	208	178	2537	666	21	25	FULL	2	563661
361	175	278	3990	469	0	0	FULL	2	508091
354	255	150	1647	281	38	34	FULL	1	453895
292	217	292	37	250	0	0	ALL_EDGES	3	61234
338	312	147	2108	592	10	11	FULL	1	534635
