272	218	127	1575	589	21	20	FULL	2	865833
187	125	234	5	250	0	0	FULL	1	407306
269	225	157	9	250	0	0	FULL	7	8206
261	164	176	7	750	0	0	FULL	2	824469
309	214	113	7	250	0	0	FULL	3	162844
217	147	141	508	703	11	11	FULL	1	767800
247	149	95	3	378	0	0	FULL	2	753066
303	206	183	4243	1274	0	0	FULL	2	52560
293	189	154	1674	553	9	8	FULL	1	372617
336	329	77	8	670	0	0	FULL	2	543387
265	176	181	8	579	9	5	ALL_EDGES	2	102342
316	162	166	8	707	0	0	FULL	3	743880
264	138	234	0	460	34	33	FULL	1	632801
237	162	196	1162	388	28	27	FULL	3	94494
213	167	155	5	1708	0	0	FULL	1	89180
301	234	163	0	554	45	49	FULL	1	652193
249	160	188	7	485	0	0	FULL	1	556629
220	150	136	342	250	4	9	FULL	1	334577
205	160	229	0	1189	0	0	FULL	2	530066
219	180	215	17	572	0	0	FULL	1	843404
301	198	125	7	250	0	0	FULL	2	156223
237	175	228	9	250	0	0	FULL	1	129333
335	211	120	8	250	0	0	FULL	1	215964
270	177	178	8	1134	0	0	FULL	1	227829
283	209	143	8	680	0	0	FULL	2	894678
260	217	203	11	712	6	7	FULL	2	62406
290	213	137	8	858	0	0	FULL	1	581960
243	246	177	21	765	33	32	FULL	2	906627
388	312	161	4485	663	19	24	FULL	2	114219
331	212	278	6220	299	0	0	FULL	1	219791
368	281	168	3640	250	25	27	FULL	1	852492
368	371	143	1657	250	0	0	FULL	3	197823
329	156	339	17	955	31	31	FULL	1	887749
282	185	280	0	825	0	0	FULL	4	894943
375	274	131	0	413	0	0	FULL	1	440164
394	313	158	2613	604	0	0	FULL	1	464852
276	172	305	14	677	0	0	FULL	1	462653
292	247	271	0	326	0	0	FULL	1	522296
454	291	132	17	250	32	34	FULL	4	701151
381	332	146	18	250	0	0	FULL	2	325779
380	221	197	4801	1254	0	0	FULL	3	590800
268	135	431	3007	1093	0	0	ALL_EDGES	2	636616
358	186	262	0	769	10	16	FULL	3	813884
342	244	161	13	500	0	0	FULL	1	372646
306	256	211	0	630	0	0	FULL	2	864817
423	304	120	0	851	24	24	FULL	1	320634
593	326	101	7585	250	0	0	ALL_EDGES	3	41828
471	305	108	15	1023	20	17	FULL	2	797022
312	246	201	0	1010	0	0	FULL	1	792916
351	300	156	3448	466	11	11	FULL	1	18726
318	189	258	31	1557	0	0	FULL	3	18446
500	321	84	13	333	44	41	FULL	1	419338
351	248	178	15	461	9	11	FULL	4	351139
360	314	138	15	416	0	0	FULL	2	506133
308	261	194	2139	250	0	0	FULL	1	438823
438	205	206	0	1195	0	0	ALL_EDGES	1	126773
365	242	175	15	335	0	0	FULL	2	999901
440	229	154	2526	1440	13	10	ALL_EDGES	1	160874
420	327	127	5757	746	0	0	FULL	3	664351
354	275	159	2945	285	20	18	FULL	5	353320
292	190	300	0	250	0	0	FULL	2	243100
285	229	223	14	675	9	11	FULL	3	194639
376	201	206	3208	954	23	25	FULL	1	951752
300	242	226	16	541	23	23	FULL	4	33615
296	267	233	18	250	19	19	FULL	4	947539
301	226	184	12	250	23	23	FULL	3	917196
304	165	269	13	297	0	0	FULL	1	244916
372	262	169	2359	388	0	0	ALL_EDGES	2	25099
404	256	169	2887	1134	8	2	FULL	1	480345
311	219	184	2600	542	10	9	FULL	1	157936
372	324	161	5869	548	37	41	FULL	1	75499
390	165	225	2334	250	9	13	FULL	3	221003
398	246	199	19	1060	14	16	FULL	4	326629
342	249	218	3163	305	0	0	FULL	1	685912
322	216	195	13	250	0	0	FULL	1	83995
422	207	154	13	994	19	19	FULL	3	520838
