341	180	187	0	780	0	0	FULL	2	568138
244	173	177	7	250	0	0	FULL	2	860438
250	215	120	689	250	1	3	ALL_EDGES	1	123507
264	197	164	8	250	0	0	FULL	1	415671
322	238	150	0	525	0	0	FULL	2	988086
254	153	193	7	871	14	17	FULL	1	799389
207	146	281	8	550	0	0	FULL	3	832450
270	173	160	0	575	0	0	FULL	1	591831
308	192	110	396	478	0	0	ALL_EDGES	1	986338
335	206	123	2252	268	23	22	ALL_EDGES	3	707097
322	228	88	637	912	40	44	FULL	1	301855
288	160	249	4036	634	16	13	ALL_EDGES	1	371741
336	194	177	2587	250	17	21	FULL	5	979158
354	306	106	11	627	0	0	FULL	1	681230
209	143	151	571	250	0	0	FULL	3	813253
283	194	136	825	1145	12	14	FULL	2	849363
272	211	148	8	932	31	31	FULL	2	257350
312	188	128	7	444	0	0	FULL	3	843370
202	208	106	0	383	0	0	FULL	2	758923
243	178	104	369	915	37	46	FULL	2	173478
290	186	176	9	494	19	22	FULL	1	835971
237	162	221	1266	353	0	0	FULL	1	78287
344	253	98	1980	406	15	14	ALL_EDGES	4	324003
293	157	336	0	1021	10	11	FULL	1	502157
332	204	287	39	513	0	0	FULL	3	419071
328	247	167	715	250	19	18	FULL	3	52654
387	219	207	857	883	0	0	FULL	5	213130
408	332	129	0	250	40	40	FULL	2	909696
436	237	121	12	368	0	0	FULL	2	796725
346	233	192	2976	652	0	0	FULL	2	669746
392	202	170	3429	580	20	11	FULL	3	387290
320	194	249	15	354	0	0	FULL	1	878081
275	233	210	13	488	24	27	ALL_EDGES	3	408684
289	249	174	25	468	0	0	FULL	2	373180
424	225	173	16	459	0	0	FULL	1	811308
295	156	271	5700	1187	26	28	FULL	2	800035
333	247	189	4619	250	15	13	FULL	1	605414
332	220	172	12	933	0	0	ALL_EDGES	1	435990
284	177	309	0	250	0	0	FULL	2	520136
327	228	234	0	377	0	0	FULL	1	288117
299	250	207	15	439	30	37	FULL	1	481609
339	251	206	0	1300	0	0	ALL_EDGES	7	693569
313	236	183	3523	431	0	0	FULL	3	387047
283	198	259	14	375	0	0	FULL	5	769903
394	211	223	3108	331	16	16	FULL	1	948708
300	256	162	12	1037	29	26	FULL	1	161909
277	215	259	0	250	0	0	FULL	1	796017
285	207	229	13	250	0	0	FULL	1	612053
272	206	277	31	364	12	11	FULL	1	525248
318	175	243	27	250	9	6	FULL	4	514752
331	281	198	18	386	0	0	FULL	1	977676
344	248	193	825	749	28	25	FULL	2	740753
351	249	143	12	484	22	16	FULL	1	977578
307	249	177	13	856	0	0	FULL	1	310918
324	277	206	0	1012	0	0	FULL	3	171905
427	353	129	0	576	0	0	FULL	1	928859
385	339	134	17	467	0	0	FULL	2	425958
308	209	255	0	406	17	14	FULL	3	977577
401	288	168	0	766	27	34	FULL	2	483957
263	226	260	1054	476	10	13	FULL	5	157187
317	170	343	37	842	0	0	FULL	3	746180
363	185	290	7858	896	23	22	FULL	8	626918
370	236	155	27	250	0	0	FULL	2	278197
384	234	173	0	505	0	0	ALL_EDGES	2	506762
305	214	282	37	571	23	19	FULL	1	114088
322	292	166	15	833	7	8	FULL	2	625043
397	246	199	19	583	2	5	FULL	1	672976
330	263	203	2852	770	18	18	FULL	1	438818
345	298	141	14	299	18	20	FULL	1	856803
419	285	113	2187	1420	0	0	FULL	2	197218
381	249	184	2957	250	0	0	FULL	1	650205
