item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101220,13,440,320,150,12.194,113.217
101420,16,280,345,130,12.1,159.509
101507,27,298,558,187,7.5,39.93
101545,70,370,300,100,8.9,171.53
101547,21,380,400,260,10.69,100.26
101548,5,380,400,200,10.69,100.26
101801,3,293,193,292,10.41,53.265
103401,6,380,270,95,10.23,196.8
103403,88,380,270,95,10.18,195.85
104021,8,398,198,212,5.1,47.925
104705,6,400,250,210,5.172,48.573
111205,21,460,290,140,12.192,73.152
113451,66,238,120,290,4.89,25.058
113452,3,248,400,160,3.3,38.325
120109,63,190,390,200,5.272,49.473
120112,45,298,198,287,11.92,60.815
120114,3,233,243,192,3.83,35.685
120118,7,196,393,205,5.272,49.473
120404,35,380,290,100,10.19,196.04
120411,44,380,290,100,10.14,195.09
124105,29,390,140,90,1.646,35.781
134114,74,328,198,162,5.194,58.484
134115,46,328,198,162,5.194,58.484
135212,24,316,160,130,5.44,71.877
135308,2,328,198,172,5.2,26.0
144022,32,243,148,204,2.81,26.1
151002,22,470,260,110,12.288,211.934
151004,39,470,260,110,10.24,177.118
318301,35,393,193,192,6.024,55.836
327028,28,294,168,177,2.288,11.44
327029,121,294,168,177,2.288,11.44
327038,71,393,243,169,4.0,46.025
336114,26,294,168,172,2.09,10.45
336565,69,385,110,90,2.02,43.392
336569,34,390,110,90,1.2,26.172
336573,18,238,193,232,1.48,14.535
336576,15,475,117,190,1.48,14.535
336577,16,475,117,190,1.48,14.535
336579,44,390,110,90,1.2,26.172
336580,29,390,110,90,1.36,29.532
336919,22,385,110,90,0.492,11.304
336920,18,385,110,90,0.492,11.304
337104,15,325,115,180,2.07,19.468
340001,30,458,128,182,4.39,40.86
340002,61,458,128,182,4.39,40.86
340003,46,458,128,182,4.39,40.86
340004,1,458,128,182,4.39,40.86
340006,13,458,128,182,4.39,40.86
517676,86,298,150,180,2.74,25.673
517678,1,493,163,232,5.2,38.136
517679,22,493,163,232,5.2,38.136
518005,23,548,278,114,6.75,40.5
518012,36,550,280,114,4.79,28.74
544615,80,243,144,204,2.42,22.59
544645,36,243,148,205,3.34,30.87
544646,42,243,148,205,3.34,30.87
544647,23,243,148,205,3.04,28.17
544663,44,243,148,205,2.5,23.31
545576,17,240,333,210,8.092,74.564
545577,56,240,333,210,8.092,74.564
545578,13,240,333,210,8.092,74.564
545580,12,240,333,210,8.092,74.564
573742,17,600,210,100,10.15,175.25
574905,17,394,148,211,3.808,35.487
575557,75,298,150,180,2.76,25.853
575558,68,298,150,180,2.76,25.853
575798,68,298,150,180,2.73,25.583
575803,57,298,150,180,2.28,21.533
920406,4,260,335,340,18.21,93.259
