item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101538,30,394,148,211,3.764,35.091
103401,74,380,270,95,10.23,196.8
103403,21,380,270,95,10.18,195.85
104021,74,398,198,212,5.1,47.925
104705,6,400,250,210,5.172,48.573
111205,36,460,290,140,12.192,73.152
120404,92,380,290,100,10.19,196.04
120411,21,380,290,100,10.14,195.09
124104,14,395,145,188,4.216,39.159
126214,80,395,118,188,3.17,29.502
134114,30,328,198,162,5.194,58.484
134115,101,328,198,162,5.194,58.484
134308,62,493,138,182,4.39,17.56
135308,69,328,198,172,5.2,26.0
135309,36,328,198,172,5.2,26.0
144022,125,243,148,204,2.81,26.1
151002,10,470,260,110,12.288,211.934
151004,22,470,260,110,10.24,177.118
171505,29,285,141,169,2.4,22.613
210110,7,231,200,106,3.98,68.632
210137,28,190,190,106,2.832,48.954
210144,72,180,168,94,1.688,36.142
210147,41,177,166,92,1.646,35.26
210185,80,204,176,97,1.915,37.357
210189,7,258,160,112,2.981,33.466
210407,46,297,219,254,2.886,21.721
210484,1,493,211,249,5.46,40.384
210502,3,296,218,254,3.215,24.024
210503,3,296,218,254,3.215,24.024
212124,21,248,238,202,2.396,22.779
212210,15,180,538,202,1.834,18.531
212211,30,313,243,189,1.365,13.608
223004,14,275,190,167,2.334,26.889
230391,8,575,196,205,5.045,47.835
230394,29,585,200,205,4.455,42.525
311777,6,293,243,237,5.373,39.13
312014,18,330,238,157,4.032,45.972
312113,1,313,243,189,3.474,32.886
312205,23,293,243,237,6.11,44.289
312221,13,200,370,230,8.264,59.717
312229,19,378,238,176,5.47,51.099
312909,13,488,323,252,4.081,32.038
313012,2,326,236,171,4.755,53.925
313385,1,320,220,160,3.286,37.665
313686,60,313,243,189,3.833,36.117
318301,48,393,193,192,6.024,55.836
327045,89,294,168,172,2.49,28.495
336573,6,238,193,232,1.48,14.535
336576,10,475,117,190,1.48,14.535
336577,6,475,117,190,1.48,14.535
336579,38,390,110,90,1.2,26.172
336580,35,390,110,90,1.36,29.532
336920,34,385,110,90,0.492,11.304
384029,283,188,168,89,1.967,42.001
384302,23,288,238,246,4.082,30.093
384696,13,275,190,167,1.788,20.883
384898,12,284,221,259,3.785,28.014
389412,193,204,189,81,1.924,45.062
389413,5,204,189,81,1.924,45.224
389414,192,204,189,81,1.924,45.062
517677,6,493,163,232,5.2,38.136
517679,6,493,163,232,5.2,38.136
518003,1,300,250,284,7.01,42.06
518302,8,120,235,145,0.92,12.635
518307,4,235,120,145,0.9,12.375
518401,12,310,230,125,6.1,93.12
518402,6,310,230,125,6.1,93.12
544617,3,400,144,204,3.56,33.255
544645,16,243,148,205,3.34,30.87
544647,35,243,148,205,3.04,28.17
544663,58,243,148,205,2.5,23.31
545576,14,240,333,210,8.092,74.564
545577,26,240,333,210,8.092,74.564
545578,11,240,333,210,8.092,74.564
575557,61,298,150,180,2.76,25.853
575558,44,298,150,180,2.76,25.853
575798,53,298,150,180,2.73,25.583
575803,97,298,150,180,2.28,21.533
