item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101557,26,390,200,248,1.68,13.38
113451,49,238,120,290,4.89,25.058
113452,51,248,400,160,3.3,38.325
120114,10,233,243,192,3.83,35.685
120404,77,380,290,100,10.19,196.04
151004,41,470,260,110,10.24,177.118
210110,43,231,200,106,3.98,68.632
210133,23,181,190,103,2.474,47.816
210137,18,190,190,106,2.832,48.954
210144,29,180,168,94,1.688,36.142
210147,38,177,166,92,1.646,35.26
210166,301,180,168,94,1.643,35.197
210185,106,204,176,97,1.915,37.357
210189,19,258,160,112,2.981,33.466
212124,47,248,238,202,2.396,22.779
212126,5,226,196,90,2.933,62.565
212131,70,241,233,254,2.266,17.077
212211,48,313,243,189,1.365,13.608
212469,5,214,240,252,2.534,18.953
223004,79,275,190,167,2.334,26.889
225057,5,378,238,216,7.383,53.55
228090,1,378,258,182,5.743,54.117
228091,1,370,250,240,5.743,54.117
230394,4,585,200,205,4.455,42.525
311349,4,330,238,169,2.998,34.497
312113,10,313,243,189,3.474,32.886
312735,16,288,238,157,3.278,37.577
312765,68,310,220,160,3.286,37.665
312907,2,358,248,172,3.854,44.419
313008,4,358,248,172,3.956,45.541
313694,3,313,243,189,3.465,32.805
313960,3,320,220,155,3.286,37.665
336114,69,294,168,172,2.09,10.45
336569,30,390,110,90,1.2,26.172
340001,31,458,128,182,4.39,40.86
384029,266,188,168,89,1.967,42.001
384033,146,196,166,87,1.988,42.442
384826,34,330,238,169,2.812,33.344
389411,155,204,189,81,1.924,45.062
389412,80,204,189,81,1.924,45.062
389414,107,204,189,81,1.924,45.062
389415,113,204,189,81,1.924,45.062
516313,7,328,298,256,5.234,38.663
516315,9,333,238,208,6.895,63.791
516340,20,328,298,256,5.234,38.663
516416,75,208,183,133,0.54,7.83
516417,61,208,183,133,0.449,6.647
516891,18,333,238,208,6.895,63.791
517007,9,383,333,307,7.36,39.5
517106,16,208,183,133,0.758,10.664
517553,10,593,388,259,4.922,39.314
517561,11,363,290,236,1.447,12.338
