item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101219,15,450,330,200,12.24,90.54
101220,14,440,320,150,12.194,113.217
101407,50,380,270,100,10.22,196.61
101502,12,298,558,187,7.5,39.93
101517,14,310,495,200,9.692,90.699
101556,30,390,200,248,1.68,13.38
111205,8,460,290,140,12.192,73.152
113120,6,400,360,160,12.18,48.72
113122,6,460,440,200,12.204,89.478
113306,6,400,480,175,12.23,89.66
113402,20,380,270,100,10.19,196.04
122046,21,335,161,137,5.458,72.111
122048,21,335,161,137,5.458,72.111
122050,42,335,161,137,5.458,72.111
122052,21,335,161,137,5.458,72.111
122054,21,335,161,137,5.458,72.111
122635,8,365,196,222,12.67,90.119
123041,20,298,198,162,4.82,54.235
123042,20,298,198,162,4.82,54.235
123048,40,298,198,162,4.82,54.235
123714,21,335,161,137,5.6,73.957
136502,40,291,175,179,5.2,20.8
151003,30,351,190,309,10.9,56.12
210185,30,204,176,97,1.915,37.357
210215,49,166,131,135,0.868,11.78
212211,30,313,243,189,1.365,13.608
212479,15,331,226,257,6.224,45.188
214059,21,322,166,299,5.584,29.077
223001,24,322,277,171,5.62,63.845
225058,39,378,238,216,7.7,55.769
228089,13,378,238,256,10.555,75.754
230336,24,398,237,187,2.991,28.944
230392,10,583,200,205,4.409,47.835
230393,108,328,133,115,1.188,21.096
250162,26,244,344,292,6.178,32.759
250196,20,403,258,274,4.684,25.85
250228,36,390,155,195,1.426,14.184
250229,18,398,163,207,1.1,11.25
250251,57,188,318,237,4.253,31.05
250254,19,318,188,237,4.429,32.282
250303,32,220,316,190,5.233,48.616
250353,20,198,258,107,1.242,22.329
250465,68,222,290,206,2.804,26.665
250467,17,222,290,206,2.803,26.656
250533,36,291,300,200,5.448,51.057
250557,28,211,366,173,3.6,41.336
250558,28,211,366,173,3.6,41.336
250700,36,223,373,206,3.785,36.09
251101,15,225,335,237,3.279,24.573
251161,45,222,333,217,1.726,13.702
251226,64,220,316,190,4.933,45.916
251227,32,220,316,190,4.933,45.916
251228,64,220,316,190,4.933,45.916
251229,16,220,316,190,4.932,45.907
251230,32,220,316,190,4.932,45.907
251501,20,248,238,227,2.385,17.91
251502,40,248,238,227,2.385,17.91
251507,26,223,373,208,1.992,19.797
251534,15,333,225,237,1.63,13.03
251619,54,398,163,207,1.423,14.157
251620,18,398,163,207,1.424,14.166
251641,54,163,398,207,1.274,12.816
312904,20,275,190,167,0.985,12.05
312907,16,358,248,172,3.854,44.419
313009,16,293,243,217,5.615,40.824
313268,60,193,193,242,1.736,12.962
313540,24,248,190,284,3.409,18.058
327020,9,366,298,172,6.16,30.8
380915,24,363,246,325,3.867,21.36
384026,270,194,192,87,2.297,50.37
389414,25,204,189,81,1.924,45.062
516677,9,376,311,308,3.911,22.255
516995,18,363,308,233,6.812,50.114
517551,10,593,388,259,4.922,39.314
517562,11,363,290,236,1.447,12.338
518012,26,550,280,114,4.79,28.74
545525,20,480,210,160,12.168,136.278
545526,20,480,210,160,12.168,136.278
