item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101538,9,394,148,211,3.764,35.091
113451,14,238,120,290,4.89,25.058
113452,27,248,400,160,3.3,38.325
120109,16,190,390,200,5.272,49.473
120114,8,233,243,192,3.83,35.685
120404,7,380,290,100,10.19,196.04
122641,11,335,161,137,5.46,72.137
122642,125,335,161,137,5.46,72.137
122647,38,335,165,137,5.1,67.457
124105,2,390,140,90,1.646,35.781
126214,22,395,118,188,3.17,29.502
128225,12,398,116,185,2.79,26.082
134308,28,493,138,182,4.39,17.56
135309,23,328,198,172,5.2,26.0
144022,15,243,148,204,2.81,26.1
171505,16,285,141,169,2.4,22.613
210110,6,231,200,106,3.98,68.632
210137,1,190,190,106,2.832,48.954
210166,231,180,168,94,1.643,35.197
210481,19,276,236,171,2.2,25.719
214058,148,216,206,86,1.194,28.677
225057,1,378,238,216,7.383,53.55
230352,4,338,233,280,3.999,21.864
250257,37,316,220,190,4.979,46.33
250303,29,220,316,190,5.233,48.616
251105,5,243,351,337,5.602,29.879
311777,4,293,243,237,5.373,39.13
312011,2,293,243,237,6.512,47.103
312014,2,330,238,157,4.032,45.972
312229,62,378,238,176,5.47,51.099
313686,4,313,243,189,3.833,36.117
326301,36,335,161,137,5.006,66.235
327010,38,366,298,172,5.88,29.4
327028,64,294,168,177,2.288,11.44
327045,3,294,168,172,2.49,28.495
336114,78,294,168,172,2.09,10.45
336115,66,294,168,172,2.09,10.45
336569,5,390,110,90,1.2,26.172
336580,55,390,110,90,1.36,29.532
336919,4,385,110,90,0.492,11.304
337104,46,325,115,180,2.07,19.468
340001,17,458,128,182,4.39,40.86
340006,19,458,128,182,4.39,40.86
384027,15,293,265,111,6.85,118.475
385365,39,206,186,137,3.792,50.106
516315,10,333,238,208,6.895,63.791
516340,1,328,298,256,5.234,38.663
516416,22,208,183,133,0.54,7.83
516417,20,208,183,133,0.449,6.647
516443,3,333,383,307,4.641,25.905
516593,20,292,326,256,4.231,31.642
516697,26,376,311,308,4.53,25.35
517013,10,292,326,256,4.471,33.322
517101,43,208,183,133,0.833,11.639
517104,154,208,183,133,0.833,11.639
517108,23,208,183,133,0.529,7.687
517110,69,208,183,133,0.541,7.843
517114,3,363,210,133,1.387,19.9
517561,30,363,290,236,1.447,12.338
518110,15,280,550,120,7.17,35.85
518307,2,235,120,145,0.9,12.375
518402,2,310,230,125,6.1,93.12
519001,12,308,284,207,5.95,35.7
544615,19,243,144,204,2.42,22.59
544617,1,400,144,204,3.56,33.255
544646,6,243,148,205,3.34,30.87
544661,9,243,148,205,2.2,20.61
544662,14,243,148,205,2.7,25.11
544677,25,243,148,205,2.604,24.246
545576,18,240,333,210,8.092,74.564
545577,46,240,333,210,8.092,74.564
545578,1,240,333,210,8.092,74.564
545580,8,240,333,210,8.092,74.564
574905,12,394,148,211,3.808,35.487
574906,20,394,148,211,3.807,35.478
575798,32,298,150,180,2.73,25.583
