item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101420,51,280,345,130,12.1,159.509
101507,1,298,558,187,7.5,39.93
101545,61,370,300,100,8.9,171.53
101560,3,380,270,100,10.15,195.28
101561,20,390,490,230,12.21,89.52
103401,27,380,270,95,10.23,196.8
104021,49,398,198,212,5.1,47.925
111205,43,460,290,140,12.192,73.152
120109,35,190,390,200,5.272,49.473
120112,43,298,198,287,11.92,60.815
120124,18,400,360,160,12.151,113.409
120126,5,500,390,230,12.19,89.38
120404,8,380,290,100,10.19,196.04
120411,24,380,290,100,10.14,195.09
128220,16,398,116,185,2.79,26.082
128221,24,398,116,185,2.79,26.082
128223,14,398,116,185,2.79,26.082
128225,21,398,116,185,2.79,26.082
134114,31,328,198,162,5.194,58.484
134115,69,328,198,162,5.194,58.484
134116,94,328,198,162,5.194,58.484
134710,79,234,194,160,4.4,17.6
135212,37,316,160,130,5.44,71.877
135213,68,316,160,130,5.44,71.877
135214,18,316,160,130,5.44,71.877
135308,14,328,198,172,5.2,26.0
135309,54,328,198,172,5.2,26.0
144022,54,243,148,204,2.81,26.1
171508,32,293,149,205,2.4,22.613
230312,34,300,232,247,1.957,15.218
230324,45,330,200,227,3.48,25.71
318301,54,393,193,192,6.024,55.836
336565,47,385,110,90,2.02,43.392
336573,7,238,193,232,1.48,14.535
336576,9,475,117,190,1.48,14.535
336577,14,475,117,190,1.48,14.535
336579,33,390,110,90,1.2,26.172
516410,102,208,183,133,0.758,10.664
516593,22,292,326,256,4.231,31.642
516995,28,363,308,233,6.812,50.114
517013,20,292,326,256,4.471,33.322
517114,9,363,210,133,1.387,19.9
517551,7,593,388,259,4.922,39.314
517560,32,363,290,236,1.447,12.338
517562,2,363,290,236,1.447,12.338
517576,12,461,294,257,2.688,21.854
517676,53,298,150,180,2.74,25.673
518201,96,286,215,139,6.3,83.329
518402,15,310,230,125,6.1,93.12
544645,28,243,148,205,3.34,30.87
544647,27,243,148,205,3.04,28.17
544662,40,243,148,205,2.7,25.11
544663,13,243,148,205,2.5,23.31
544677,46,243,148,205,2.604,24.246
545576,9,240,333,210,8.092,74.564
545577,46,240,333,210,8.092,74.564
545578,6,240,333,210,8.092,74.564
575557,64,298,150,180,2.76,25.853
575798,45,298,150,180,2.73,25.583
575803,51,298,150,180,2.28,21.533
920406,4,260,335,340,18.21,93.259
