item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101319,4,600,300,230,12.17,89.24
101507,6,298,558,187,7.5,39.93
101517,21,310,495,200,9.692,90.699
101538,25,394,148,211,3.764,35.091
101558,12,400,480,175,12.23,89.66
101801,22,293,193,292,10.41,53.265
103401,26,380,270,95,10.23,196.8
104021,33,398,198,212,5.1,47.925
113451,60,238,120,290,4.89,25.058
113452,58,248,400,160,3.3,38.325
120112,9,298,198,287,11.92,60.815
120114,16,233,243,192,3.83,35.685
120120,7,318,503,272,4.36,25.85
120124,2,400,360,160,12.151,113.409
120126,9,500,390,230,12.19,89.38
120404,22,380,290,100,10.19,196.04
122641,139,335,161,137,5.46,72.137
122642,144,335,161,137,5.46,72.137
122647,33,335,165,137,5.1,67.457
124105,5,390,140,90,1.646,35.781
126214,57,395,118,188,3.17,29.502
128221,47,398,116,185,2.79,26.082
128223,11,398,116,185,2.79,26.082
128225,74,398,116,185,2.79,26.082
134308,22,493,138,182,4.39,17.56
135309,42,328,198,172,5.2,26.0
144022,28,243,148,204,2.81,26.1
171505,18,285,141,169,2.4,22.613
210253,16,438,263,204,3.839,37.611
210403,12,225,225,222,1.916,15.005
210481,15,276,236,171,2.2,25.719
223004,1,275,190,167,2.334,26.889
225057,2,378,238,216,7.383,53.55
230205,25,330,200,227,3.48,25.71
312159,42,288,238,225,5.675,41.244
312229,52,378,238,176,5.47,51.099
313073,11,297,219,254,3.207,23.968
327036,72,294,168,177,2.48,28.385
327037,19,294,168,177,2.48,28.385
327045,26,294,168,172,2.49,28.495
336114,100,294,168,172,2.09,10.45
336580,88,390,110,90,1.36,29.532
389412,3,204,189,81,1.924,45.062
389416,34,204,189,81,1.598,37.564
517114,19,363,210,133,1.387,19.9
517561,41,363,290,236,1.447,12.338
517676,64,298,150,180,2.74,25.673
517677,6,493,163,232,5.2,38.136
517679,3,493,163,232,5.2,38.136
518005,52,548,278,114,6.75,40.5
518012,18,550,280,114,4.79,28.74
518110,14,280,550,120,7.17,35.85
518307,2,235,120,145,0.9,12.375
518308,45,498,278,160,5.346,61.844
518402,4,310,230,125,6.1,93.12
518403,12,286,215,139,6.3,83.329
519001,15,308,284,207,5.95,35.7
544615,37,243,144,204,2.42,22.59
544616,17,243,148,205,2.802,26.028
544617,1,400,144,204,3.56,33.255
544646,14,243,148,205,3.34,30.87
544661,41,243,148,205,2.2,20.61
544662,23,243,148,205,2.7,25.11
544663,18,243,148,205,2.5,23.31
544677,111,243,148,205,2.604,24.246
545576,16,240,333,210,8.092,74.564
545578,3,240,333,210,8.092,74.564
545580,22,240,333,210,8.092,74.564
573742,3,600,210,100,10.15,175.25
574906,47,394,148,211,3.807,35.478
575798,75,298,150,180,2.73,25.583
