item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101220,7,440,320,150,12.194,113.217
101320,6,400,480,175,12.23,114.12
101405,10,380,270,100,10.23,196.8
101407,50,380,270,100,10.22,196.61
101409,50,380,270,100,10.09,194.14
101419,5,280,345,130,12.09,159.379
101502,12,298,558,187,7.5,39.93
101504,32,280,250,215,4.91,35.889
101551,33,290,100,190,2.688,24.928
111101,6,460,400,190,12.2,89.45
111103,12,450,410,230,12.204,89.478
113122,6,460,440,200,12.204,89.478
113124,6,450,380,210,12.192,89.394
113129,6,450,400,250,12.192,89.394
113404,10,380,270,100,10.16,195.47
122046,21,335,161,137,5.458,72.111
122048,21,335,161,137,5.458,72.111
122054,42,335,161,137,5.458,72.111
122077,63,335,161,137,5.46,72.137
122078,42,335,161,137,5.46,72.137
210133,60,181,190,103,2.474,47.816
210144,70,180,168,94,1.688,36.142
210253,9,438,263,204,3.839,37.611
210274,15,389,191,204,2.871,27.693
212125,60,248,238,212,2.547,24.138
212131,20,241,233,254,2.266,17.077
212205,6,358,248,172,6.667,75.362
212936,10,236,194,261,10.221,72.56
214007,36,322,277,171,4.857,55.452
223003,36,358,313,107,3.579,63.543
230206,18,330,200,227,3.48,25.71
230336,12,398,237,187,2.991,28.944
250153,19,188,318,237,2.324,17.547
250228,18,390,155,195,1.426,14.184
250251,38,188,318,237,4.253,31.05
250353,60,198,258,107,1.242,22.329
250386,18,398,163,207,1.273,12.807
250505,26,338,233,252,4.301,31.976
250700,24,223,373,206,3.785,36.09
250852,89,280,212,206,2.714,25.776
251104,10,403,258,274,4.69,25.88
251161,30,222,333,217,1.726,13.702
251162,30,222,333,217,1.721,13.667
251226,48,220,316,190,4.933,45.916
251228,48,220,316,190,4.933,45.916
251229,32,220,316,190,4.932,45.907
251451,24,363,246,325,6.122,32.635
251501,40,248,238,227,2.385,17.91
251502,40,248,238,227,2.385,17.91
251534,45,333,225,237,1.63,13.03
251620,18,398,163,207,1.424,14.166
251621,18,398,163,207,1.424,14.166
251629,18,398,163,207,1.423,14.157
312113,10,313,243,189,3.474,32.886
312205,6,293,243,237,6.11,44.289
312406,11,195,192,155,2.217,25.197
312765,16,310,220,160,3.286,37.665
313006,11,248,190,284,3.0,16.013
313008,69,358,248,172,3.956,45.541
313012,60,326,236,171,4.755,53.925
313267,21,326,169,259,4.173,30.368
313268,30,193,193,242,1.736,12.962
313540,24,248,190,284,3.409,18.058
313568,16,311,203,170,3.286,37.665
313570,3,250,192,287,3.409,18.058
313693,32,293,243,217,5.63,40.929
313960,16,320,220,155,3.286,37.665
313965,15,250,192,287,3.409,18.058
327022,18,366,298,172,6.16,30.8
336107,10,325,115,180,2.27,21.268
336396,10,363,268,206,3.428,33.282
384033,10,196,166,87,1.988,42.442
385002,66,265,188,147,2.181,29.458
516652,9,383,333,307,3.634,20.87
516889,5,394,300,307,4.097,22.915
516995,27,363,308,233,6.812,50.114
518111,12,550,280,115,5.6,22.4
571901,60,390,190,100,5.07,97.95
