item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101220,7,440,320,150,12.194,113.217
101401,30,380,270,100,10.16,195.47
101402,40,380,270,100,10.21,196.42
101405,30,380,270,100,10.23,196.8
101407,30,380,270,100,10.22,196.61
101409,50,380,270,100,10.09,194.14
101504,16,280,250,215,4.91,35.889
101517,14,310,495,200,9.692,90.699
101556,15,390,200,248,1.68,13.38
113122,6,460,440,200,12.204,89.478
113402,10,380,270,100,10.19,196.04
122015,63,335,161,137,5.46,72.137
122018,63,335,161,137,5.46,72.137
122046,42,335,161,137,5.458,72.111
122048,21,335,161,137,5.458,72.111
122077,63,335,161,137,5.46,72.137
122078,63,335,161,137,5.46,72.137
123048,20,298,198,162,4.82,54.235
123713,63,335,161,137,5.6,73.957
123714,63,335,161,137,5.6,73.957
151003,30,351,190,309,10.9,56.12
210178,30,194,189,81,1.91,44.74
214007,37,322,277,171,4.857,55.452
223001,60,322,277,171,5.62,63.845
230122,36,237,398,187,2.986,28.899
230393,54,328,133,115,1.188,21.096
250196,10,403,258,274,4.684,25.85
250251,57,188,318,237,4.253,31.05
250252,57,318,188,237,4.43,32.289
250465,51,222,290,206,2.804,26.665
250466,17,222,290,206,2.804,26.665
250467,34,222,290,206,2.803,26.656
250502,40,248,238,227,2.387,17.924
250533,24,291,300,200,5.448,51.057
250557,56,211,366,173,3.6,41.336
250700,24,223,373,206,3.785,36.09
250853,72,212,280,206,2.714,25.776
250854,18,280,212,206,2.714,25.776
251101,30,225,335,237,3.279,24.573
251226,32,220,316,190,4.933,45.916
251227,32,220,316,190,4.933,45.916
251228,16,220,316,190,4.933,45.916
251230,16,220,316,190,4.932,45.907
251501,20,248,238,227,2.385,17.91
251507,52,223,373,208,1.992,19.797
251534,30,333,225,237,1.63,13.03
251619,36,398,163,207,1.423,14.157
313008,36,358,248,172,3.956,45.541
313009,32,293,243,217,5.615,40.824
313012,30,326,236,171,4.755,53.925
313268,60,193,193,242,1.736,12.962
313540,24,248,190,284,3.409,18.058
384026,90,194,192,87,2.297,50.37
516416,30,208,183,133,0.54,7.83
516417,180,208,183,133,0.449,6.647
516652,18,383,333,307,3.634,20.87
516677,18,376,311,308,3.911,22.255
517551,5,593,388,259,4.922,39.314
517552,5,593,388,259,4.922,39.314
518012,2,550,280,114,4.79,28.74
518111,18,550,280,115,5.6,22.4
545525,10,480,210,160,12.168,136.278
545526,20,480,210,160,12.168,136.278
545536,20,480,210,160,12.3,137.73
545537,10,480,210,160,12.3,137.73
