item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
111111,12,450,400,200,12.204,89.478
111133,12,440,370,200,12.228,114.102
111203,40,460,290,140,12.194,161.993
111204,33,440,290,220,12.194,137.605
113120,6,400,360,160,12.18,48.72
113121,6,450,400,200,12.192,89.394
113122,6,460,440,200,12.204,89.478
113306,6,400,480,175,12.23,89.66
113402,10,380,270,100,10.19,196.04
113404,10,380,270,100,10.16,195.47
122015,105,335,161,137,5.46,72.137
122016,105,335,161,137,5.46,72.137
122018,105,335,161,137,5.46,72.137
122046,105,335,161,137,5.458,72.111
122048,63,335,161,137,5.458,72.111
122050,105,335,161,137,5.458,72.111
122052,42,335,161,137,5.458,72.111
122054,105,335,161,137,5.458,72.111
122077,105,335,161,137,5.46,72.137
122078,42,335,161,137,5.46,72.137
122631,16,365,196,222,12.67,90.119
122683,5,370,195,155,6.44,72.46
122684,5,370,195,155,6.44,72.46
122685,5,370,195,155,6.44,72.46
123041,40,298,198,162,4.82,54.235
123042,20,298,198,162,4.82,54.235
123047,20,298,198,162,4.82,54.235
123048,60,298,198,162,4.82,54.235
135518,20,290,175,180,5.23,20.92
151003,15,351,190,309,10.9,56.12
210133,30,181,190,103,2.474,47.816
210185,90,204,176,97,1.915,37.357
212124,40,248,238,202,2.396,22.779
212125,40,248,238,212,2.547,24.138
212126,10,226,196,90,2.933,62.565
212131,60,241,233,254,2.266,17.077
212211,30,313,243,189,1.365,13.608
230205,36,330,200,227,3.48,25.71
230324,36,330,200,227,3.48,25.71
230358,13,338,233,280,3.999,21.864
251161,42,222,333,217,1.726,13.702
251226,48,220,316,190,4.933,45.916
251229,48,220,316,190,4.932,45.907
251620,36,398,163,207,1.424,14.166
251621,36,398,163,207,1.424,14.166
251622,36,398,163,207,1.423,14.157
312011,16,293,243,237,6.512,47.103
318302,15,400,200,190,6.864,63.396
336107,29,325,115,180,2.27,21.268
336108,137,325,115,180,2.27,21.268
336109,29,325,115,180,2.27,21.268
336110,29,325,115,180,2.27,21.268
336111,29,325,115,180,2.27,21.268
336117,22,298,168,172,2.146,24.711
336396,20,363,268,206,3.428,33.282
336397,30,363,268,206,3.428,33.282
336579,10,390,110,90,1.2,26.172
340007,36,458,128,182,3.84,35.91
340008,36,458,128,182,3.84,35.91
340010,18,458,128,182,3.84,35.91
384033,10,196,166,87,1.988,42.442
384883,24,366,224,162,5.639,64.054
385746,30,210,210,191,4.173,21.675
389411,50,204,189,81,1.924,45.062
516416,30,208,183,133,0.54,7.83
516417,30,208,183,133,0.449,6.647
516889,5,394,300,307,4.097,22.915
516995,18,363,308,233,6.812,50.114
517551,5,593,388,259,4.922,39.314
517553,5,593,388,259,4.922,39.314
518012,34,550,280,114,4.79,28.74
518101,40,458,228,174,5.58,27.9
518111,30,550,280,115,5.6,22.4
