item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101219,10,450,330,200,12.24,90.54
101318,18,400,480,175,12.23,89.66
101320,12,400,480,175,12.23,114.12
101405,15,380,270,100,10.23,196.8
101407,35,380,270,100,10.22,196.61
101504,32,280,250,215,4.91,35.889
101556,30,390,200,248,1.68,13.38
103118,20,230,240,190,3.834,35.721
104020,15,398,198,212,5.1,47.925
111105,6,450,380,210,12.2,89.45
111109,18,400,360,160,12.168,48.672
111111,6,450,400,200,12.204,89.478
111112,12,460,440,200,12.204,89.478
111204,2,440,290,220,12.194,137.605
122015,21,335,161,137,5.46,72.137
122016,42,335,161,137,5.46,72.137
122018,21,335,161,137,5.46,72.137
122078,21,335,161,137,5.46,72.137
122631,34,365,196,222,12.67,90.119
122635,42,365,196,222,12.67,90.119
123041,20,298,198,162,4.82,54.235
123042,10,298,198,162,4.82,54.235
123713,5,335,161,137,5.6,73.957
123714,5,335,161,137,5.6,73.957
128219,25,398,116,185,2.79,26.082
151003,10,351,190,309,10.9,56.12
151004,8,470,260,110,10.24,177.118
153318,60,290,300,140,4.314,58.107
210253,5,438,263,204,3.839,37.611
210278,5,322,166,299,3.725,19.782
210817,70,241,233,202,2.545,24.12
223001,20,322,277,171,5.62,63.845
225058,13,378,238,216,7.7,55.769
230313,12,398,237,187,2.632,25.713
230325,12,398,237,187,2.986,28.899
230336,24,398,237,187,2.991,28.944
230352,2,338,233,280,3.999,21.864
230386,216,328,133,115,1.164,20.688
250228,18,390,155,195,1.426,14.184
250252,50,318,188,237,4.43,32.289
250303,7,220,316,190,5.233,48.616
250465,60,222,290,206,2.804,26.665
250466,34,222,290,206,2.804,26.665
250467,10,222,290,206,2.803,26.656
250502,60,248,238,227,2.387,17.924
250533,50,291,300,200,5.448,51.057
250557,35,211,366,173,3.6,41.336
250558,50,211,366,173,3.6,41.336
250560,28,211,366,173,3.6,41.336
250700,12,223,373,206,3.785,36.09
250852,54,280,212,206,2.714,25.776
251104,10,403,258,274,4.69,25.88
251105,7,243,351,337,5.602,29.879
251226,60,220,316,190,4.933,45.916
251227,20,220,316,190,4.933,45.916
251228,32,220,316,190,4.933,45.916
251229,16,220,316,190,4.932,45.907
251230,16,220,316,190,4.932,45.907
251502,20,248,238,227,2.385,17.91
251507,39,223,373,208,1.992,19.797
251534,30,333,225,237,1.63,13.03
251622,10,398,163,207,1.423,14.157
251641,18,163,398,207,1.274,12.816
312229,5,378,238,176,5.47,51.099
312405,20,195,192,155,2.217,25.197
313267,12,326,169,259,4.173,30.368
313268,30,193,193,242,1.736,12.962
313342,8,193,193,242,1.856,13.802
313540,24,248,190,284,3.409,18.058
327011,22,298,168,142,1.82,9.1
327021,9,366,298,172,6.16,30.8
336565,25,385,110,90,2.02,43.392
337106,2,363,268,206,3.31,32.22
389411,25,204,189,81,1.924,45.062
389414,20,204,189,81,1.924,45.062
516995,5,363,308,233,6.812,50.114
517562,2,363,290,236,1.447,12.338
518302,36,120,235,145,0.92,12.635
518607,2,655,291,299,2.54,16.75
544646,30,243,148,205,3.34,30.87
545532,60,360,220,190,10.1,92.925
545536,40,480,210,160,12.3,137.73
545537,10,480,210,160,12.3,137.73
