item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
122077,63,335,161,137,5.46,72.137
122078,28,335,161,137,5.46,72.137
122631,15,365,196,222,12.67,90.119
122632,45,270,233,260,12.67,90.119
126215,10,395,118,188,3.17,29.502
127114,20,390,140,90,1.438,31.413
134115,72,328,198,162,5.194,58.484
134116,54,328,198,162,5.194,58.484
134806,15,306,231,148,7.16,42.96
135212,75,316,160,130,5.44,71.877
135213,30,316,160,130,5.44,71.877
135307,13,322,268,147,5.262,70.431
135308,24,328,198,172,5.2,26.0
135309,36,328,198,172,5.2,26.0
136502,20,291,175,179,5.2,20.8
144022,30,243,148,204,2.81,26.1
210181,40,241,233,228,2.109,15.978
210215,49,166,131,135,0.868,11.78
210279,10,322,166,299,4.205,22.182
210287,10,358,248,172,6.664,78.805
210816,35,188,168,89,2.038,43.492
212927,5,236,194,261,10.221,72.56
214605,8,461,294,257,4.028,31.234
214607,8,461,294,257,4.708,35.994
223003,36,358,313,107,3.579,63.543
230352,11,338,233,280,3.999,21.864
230358,13,338,233,280,3.999,21.864
230393,108,328,133,115,1.188,21.096
250153,38,188,318,237,2.324,17.547
250201,10,395,268,207,3.752,36.198
250251,19,188,318,237,4.253,31.05
250484,15,443,243,191,1.545,16.335
250533,12,291,300,200,5.448,51.057
250560,42,211,366,173,3.6,41.336
250710,16,453,300,207,4.439,42.989
251002,12,358,238,162,2.298,27.303
251004,12,358,238,162,2.298,27.303
251105,13,243,351,337,5.602,29.879
251534,45,333,225,237,1.63,13.03
311777,32,293,243,237,5.373,39.13
312014,15,330,238,157,4.032,45.972
312217,15,238,330,169,4.003,45.653
312765,24,310,220,160,3.286,37.665
313693,32,293,243,217,5.63,40.929
313694,45,313,243,189,3.465,32.805
327002,36,393,243,169,3.8,19.0
327003,18,393,243,169,3.8,19.0
327011,42,298,168,142,1.82,9.1
327020,10,366,298,172,6.16,30.8
327022,18,366,298,172,6.16,30.8
327036,22,294,168,177,2.48,28.385
327037,22,294,168,177,2.48,28.385
336107,36,325,115,180,2.27,21.268
336108,68,325,115,180,2.27,21.268
336109,123,325,115,180,2.27,21.268
336110,54,325,115,180,2.27,21.268
336111,72,325,115,180,2.27,21.268
336117,66,298,168,172,2.146,24.711
336575,25,475,117,190,1.48,11.332
337103,29,325,115,180,2.07,19.468
337104,29,325,115,180,2.07,19.468
337105,29,325,115,180,2.07,19.468
337106,12,363,268,206,3.31,32.22
380916,30,313,223,217,2.792,21.164
384027,12,293,265,111,6.85,118.475
384028,41,197,188,90,2.269,48.459
384033,46,196,166,87,1.988,42.442
385506,5,236,194,261,10.242,72.707
385507,5,236,194,261,10.242,72.707
385508,10,236,194,261,10.242,72.707
389412,50,204,189,81,1.924,45.062
389415,100,204,189,81,1.924,45.062
516222,9,383,333,307,4.843,26.915
516293,10,376,311,308,8.957,47.485
516342,12,328,298,256,5.23,38.635
516593,5,292,326,256,4.231,31.642
516889,13,394,300,307,4.097,22.915
516920,9,383,300,307,4.844,26.92
574904,8,530,230,160,12.11,136.248
575558,24,298,150,180,2.76,25.853
