item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101220,11,440,320,150,12.194,113.217
101319,19,600,300,230,12.17,89.24
101420,55,280,345,130,12.1,159.509
101507,10,298,558,187,7.5,39.93
101545,27,370,300,100,8.9,171.53
101548,7,380,400,200,10.69,100.26
101556,19,390,200,248,1.68,13.38
101558,5,400,480,175,12.23,89.66
103401,85,380,270,95,10.23,196.8
103403,93,380,270,95,10.18,195.85
104021,32,398,198,212,5.1,47.925
104705,4,400,250,210,5.172,48.573
111205,52,460,290,140,12.192,73.152
113451,11,238,120,290,4.89,25.058
113452,11,248,400,160,3.3,38.325
120112,46,298,198,287,11.92,60.815
120113,2,208,300,202,6.466,59.713
120114,10,233,243,192,3.83,35.685
120124,12,400,360,160,12.151,113.409
120126,10,500,390,230,12.19,89.38
120404,11,380,290,100,10.19,196.04
120411,27,380,290,100,10.14,195.09
127114,7,390,140,90,1.438,31.413
127115,79,390,140,90,1.438,31.413
128220,3,398,116,185,2.79,26.082
128221,10,398,116,185,2.79,26.082
128223,8,398,116,185,2.79,26.082
128225,13,398,116,185,2.79,26.082
134114,65,328,198,162,5.194,58.484
134115,74,328,198,162,5.194,58.484
134116,77,328,198,162,5.194,58.484
134710,17,234,194,160,4.4,17.6
135308,46,328,198,172,5.2,26.0
135309,37,328,198,172,5.2,26.0
144019,34,243,148,204,3.04,28.17
144022,28,243,148,204,2.81,26.1
151002,12,470,260,110,12.288,211.934
151004,5,470,260,110,10.24,177.118
171505,8,285,141,169,2.4,22.613
171508,10,293,149,205,2.4,22.613
230127,72,401,142,207,1.878,18.252
230205,8,330,200,227,3.48,25.71
250200,49,268,395,207,3.355,32.625
250201,2,395,268,207,3.752,36.198
250374,39,318,188,237,2.699,20.172
250560,21,211,366,173,3.6,41.336
250564,4,223,373,206,3.787,36.108
251105,24,243,351,337,5.602,29.879
251452,9,363,246,325,4.217,23.11
251629,41,398,163,207,1.423,14.157
318306,11,399,193,192,5.75,53.37
327028,3,294,168,177,2.288,11.44
327036,37,294,168,177,2.48,28.385
327037,11,294,168,177,2.48,28.385
327038,29,393,243,169,4.0,46.025
336114,40,294,168,172,2.09,10.45
336565,119,385,110,90,2.02,43.392
336569,19,390,110,90,1.2,26.172
336573,6,238,193,232,1.48,14.535
336576,1,475,117,190,1.48,14.535
336577,4,475,117,190,1.48,14.535
336579,63,390,110,90,1.2,26.172
336580,33,390,110,90,1.36,29.532
336919,26,385,110,90,0.492,11.304
336920,5,385,110,90,0.492,11.304
337103,11,325,115,180,2.07,19.468
337104,6,325,115,180,2.07,19.468
340001,12,458,128,182,4.39,40.86
340004,64,458,128,182,4.39,40.86
340006,43,458,128,182,4.39,40.86
384027,7,293,265,111,6.85,118.475
385365,3,206,186,137,3.792,50.106
385506,4,236,194,261,10.242,72.707
516313,12,328,298,256,5.234,38.663
516315,7,333,238,208,6.895,63.791
516340,17,328,298,256,5.234,38.663
516342,16,328,298,256,5.23,38.635
516416,17,208,183,133,0.54,7.83
516417,13,208,183,133,0.449,6.647
516593,12,292,326,256,4.231,31.642
516697,1,376,311,308,4.53,25.35
516891,4,333,238,208,6.895,63.791
517007,10,383,333,307,7.36,39.5
517013,4,292,326,256,4.471,33.322
517021,20,376,311,308,6.457,34.985
517101,13,208,183,133,0.833,11.639
517104,17,208,183,133,0.833,11.639
517106,122,208,183,133,0.758,10.664
517108,24,208,183,133,0.529,7.687
517114,25,363,210,133,1.387,19.9
517552,9,593,388,259,4.922,39.314
517562,32,363,290,236,1.447,12.338
517676,16,298,150,180,2.74,25.673
517678,1,493,163,232,5.2,38.136
517679,1,493,163,232,5.2,38.136
518307,9,235,120,145,0.9,12.375
518401,6,310,230,125,6.1,93.12
518402,1,310,230,125,6.1,93.12
544615,3,243,144,204,2.42,22.59
544645,10,243,148,205,3.34,30.87
544646,4,243,148,205,3.34,30.87
544647,4,243,148,205,3.04,28.17
544662,2,243,148,205,2.7,25.11
544663,2,243,148,205,2.5,23.31
545576,12,240,333,210,8.092,74.564
545577,32,240,333,210,8.092,74.564
545578,11,240,333,210,8.092,74.564
545580,6,240,333,210,8.092,74.564
573742,20,600,210,100,10.15,175.25
575557,28,298,150,180,2.76,25.853
575558,77,298,150,180,2.76,25.853
575798,24,298,150,180,2.73,25.583
575803,13,298,150,180,2.28,21.533
920406,3,260,335,340,18.21,93.259
920407,3,195,255,290,9.371,47.96
