item,quantity,width,depth,height,weight,maxload
bin,1,1200,800,2000,2000.0,2000.0
101319,9,600,300,230,12.17,89.24
101558,13,400,480,175,12.23,89.66
101560,20,380,270,100,10.15,195.28
101561,15,390,490,230,12.21,89.52
103403,48,380,270,95,10.18,195.85
104021,24,398,198,212,5.1,47.925
111205,23,460,290,140,12.192,73.152
113452,18,248,400,160,3.3,38.325
120114,5,233,243,192,3.83,35.685
120122,2,290,380,100,10.1,194.33
120125,2,500,390,230,12.19,89.38
120126,3,500,390,230,12.19,89.38
120305,2,500,380,210,12.19,89.38
120404,1,380,290,100,10.19,196.04
120411,5,380,290,100,10.14,195.09
124104,11,395,145,188,4.216,39.159
127114,22,390,140,90,1.438,31.413
127115,39,390,140,90,1.438,31.413
128220,16,398,116,185,2.79,26.082
128221,13,398,116,185,2.79,26.082
134114,54,328,198,162,5.194,58.484
134115,26,328,198,162,5.194,58.484
134116,49,328,198,162,5.194,58.484
144019,6,243,148,204,3.04,28.17
210133,17,181,190,103,2.474,47.816
210137,6,190,190,106,2.832,48.954
210143,1,177,166,92,1.688,36.142
210144,9,180,168,94,1.688,36.142
210166,13,180,168,94,1.643,35.197
210181,39,241,233,228,2.109,15.978
210185,1,204,176,97,1.915,37.357
210403,11,225,225,222,1.916,15.005
210481,6,276,236,171,2.2,25.719
210484,23,493,211,249,5.46,40.384
210486,8,214,240,252,2.622,19.569
212124,45,248,238,202,2.396,22.779
212126,5,226,196,90,2.933,62.565
212469,23,214,240,252,2.534,18.953
214067,36,288,198,246,3.184,23.503
225057,4,378,238,216,7.383,53.55
230205,17,330,200,227,3.48,25.71
230206,15,330,200,227,3.48,25.71
312014,3,330,238,157,4.032,45.972
312113,3,313,243,189,3.474,32.886
312159,3,288,238,225,5.675,41.244
312735,15,288,238,157,3.278,37.577
312765,52,310,220,160,3.286,37.665
312907,24,358,248,172,3.854,44.419
313008,19,358,248,172,3.956,45.541
313385,51,320,220,160,3.286,37.665
313528,23,313,243,190,3.013,28.636
313568,28,311,203,170,3.286,37.665
313686,3,313,243,189,3.833,36.117
313694,51,313,243,189,3.465,32.805
327037,65,294,168,177,2.48,28.385
327038,32,393,243,169,4.0,46.025
327045,91,294,168,172,2.49,28.495
336576,10,475,117,190,1.48,14.535
336577,10,475,117,190,1.48,14.535
336579,56,390,110,90,1.2,26.172
336580,23,390,110,90,1.36,29.532
336919,16,385,110,90,0.492,11.304
336920,15,385,110,90,0.492,11.304
337103,13,325,115,180,2.07,19.468
340001,20,458,128,182,4.39,40.86
340002,7,458,128,182,4.39,40.86
340003,59,458,128,182,4.39,40.86
340004,28,458,128,182,4.39,40.86
340006,19,458,128,182,4.39,40.86
384028,9,197,188,90,2.269,48.459
384029,303,188,168,89,1.967,42.001
384033,9,196,166,87,1.988,42.442
384826,27,330,238,169,2.812,33.344
389411,27,204,189,81,1.924,45.062
389412,15,204,189,81,1.924,45.062
389415,20,204,189,81,1.924,45.062
389416,15,204,189,81,1.598,37.564
516315,8,333,238,208,6.895,63.791
516340,5,328,298,256,5.234,38.663
516342,5,328,298,256,5.23,38.635
516593,7,292,326,256,4.231,31.642
516696,15,376,311,308,4.53,25.35
517013,6,292,326,256,4.471,33.322
517108,20,208,183,133,0.529,7.687
518101,41,458,228,174,5.58,27.9
518110,24,280,550,120,7.17,35.85
519001,11,308,284,207,5.95,35.7
544615,21,243,144,204,2.42,22.59
544616,14,243,148,205,2.802,26.028
544645,8,243,148,205,3.34,30.87
544662,14,243,148,205,2.7,25.11
544663,1,243,148,205,2.5,23.31
544677,27,243,148,205,2.604,24.246
575557,89,298,150,180,2.76,25.853
575798,36,298,150,180,2.73,25.583
575803,26,298,150,180,2.28,21.533
