289	222	149	1653	250	9	11	FULL	1	735910
266	177	182	2371	653	0	0	FULL	3	110502
283	203	148	2533	424	0	0	FULL	2	726384
245	176	198	0	615	5	4	ALL_EDGES	2	392329
195	159	241	1035	406	12	15	FULL	1	156957
254	185	225	3832	561	3	2	ALL_EDGES	4	966576
317	271	122	10	903	0	0	ALL_EDGES	1	882254
331	246	105	8	469	0	0	FULL	1	518138
271	179	134	0	347	0	0	FULL	2	938425
386	324	92	0	555	0	0	FULL	4	182647
320	229	157	11	380	0	0	FULL	4	590363
260	170	238	10	980	16	15	FULL	6	175271
353	212	160	12	493	13	13	FULL	3	119204
370	270	85	8	1040	0	0	FULL	4	500923
292	154	255	23	343	22	32	ALL_EDGES	2	137480
301	266	106	8	501	17	18	FULL	1	300326
241	182	194	8	250	0	0	FULL	4	941601
277	125	216	1065	583	0	0	FULL	1	714328
456	266	99	12	416	12	14	FULL	1	718121
270	158	152	13	488	33	36	FULL	3	592274
268	202	213	0	338	0	0	FULL	3	787274
311	207	148	19	576	26	24	ALL_EDGES	1	564548
303	212	164	21	282	0	0	FULL	2	853848
342	210	147	0	1483	0	0	FULL	1	106111
414	208	87	0	1606	0	0	FULL	3	637923
215	153	230	7	599	0	0	FULL	1	361582
296	198	145	17	250	0	0	FULL	7	238003
262	174	186	17	328	39	34	FULL	1	859105
347	256	73	1638	250	6	13	FULL	1	6093
250	188	255	24	1069	0	0	FULL	3	557501
295	189	206	11	327	18	15	FULL	2	283685
315	178	152	8	262	12	12	FULL	1	950927
318	206	160	10	819	0	0	FULL	2	797565
454	258	98	3070	563	24	25	FULL	3	889718
283	217	188	11	931	1	2	FULL	2	593759
234	182	223	9	810	12	16	FULL	4	340989
342	220	153	11	691	0	0	FULL	4	931471
311	155	238	11	250	12	10	FULL	1	764442
268	205	100	418	714	0	0	FULL	3	379374
197	155	114	0	250	0	0	FULL	3	606701
222	149	136	4	250	0	0	FULL	1	749892
404	285	100	23	250	0	0	FULL	4	596954
290	128	229	8	384	0	0	FULL	2	579558
334	205	110	7	515	0	0	FULL	3	635924
309	184	201	1575	434	14	18	FULL	2	600156
249	151	120	4	250	10	18	FULL	7	644927
200	134	167	391	336	14	10	FULL	8	721304
232	147	220	262	456	21	22	FULL	1	639037
286	202	182	10	250	0	0	FULL	2	871336
290	238	124	0	379	0	0	FULL	1	548389
297	174	231	1452	250	0	0	ALL_EDGES	1	120345
343	225	124	2802	449	0	0	FULL	3	262560
319	235	140	0	377	13	19	CORNERS	1	425135
358	232	222	18	250	0	0	FULL	3	630061
462	312	114	5857	351	0	0	FULL	3	490625
334	301	124	12	471	3	8	FULL	1	715193
301	237	176	12	610	0	0	ALL_EDGES	4	770843
332	170	275	15	286	0	0	FULL	1	974221
303	275	173	0	300	33	35	ALL_EDGES	1	235502
308	212	237	15	659	0	0	FULL	2	733538
354	272	172	16	250	0	0	FULL	1	932747
349	248	225	0	553	0	0	ALL_EDGES	1	790008
210	125	591	15	1215	0	0	ALL_EDGES	1	268408
359	196	221	15	1398	0	0	FULL	1	696393
406	278	146	16	339	0	0	FULL	1	290147
289	201	234	2592	939	0	0	ALL_EDGES	2	112124
454	334	103	1953	250	0	0	FULL	2	206503
332	217	216	0	380	24	26	FULL	2	735428
417	187	160	12	250	0	0	ALL_EDGES	2	325934
271	221	226	0	383	18	14	ALL_EDGES	1	13548
379	189	230	16	747	0	0	FULL	2	489083
299	201	308	18	250	34	42	FULL	9	480533
290	192	243	13	440	26	27	FULL	5	887480
330	206	242	16	1548	0	0	FULL	5	696259
315	293	201	18	250	19	22	SHORT_EDGES	1	861411
272	198	232	12	631	0	0	ALL_EDGES	5	699298
491	372	91	16	272	0	0	FULL	6	964665
383	247	186	17	1063	19	18	FULL	1	105313
418	282	131	1705	999	0	0	FULL	1	388558
272	244	293	7741	789	27	26	ALL_EDGES	1	365544
393	233	213	19	417	18	21	ALL_EDGES	1	875989
