340	215	130	9	519	18	21	FULL	1	795727
329	265	121	2068	336	32	27	FULL	1	910117
222	191	130	5	394	38	41	ALL_EDGES	3	133609
398	323	74	19	1322	0	0	FULL	1	732186
283	186	162	884	405	0	0	FULL	1	399808
250	177	191	612	427	23	20	FULL	1	589704
302	249	113	8	250	8	6	FULL	4	281516
258	150	116	4	250	0	0	FULL	1	68779
228	142	293	9	384	0	0	FULL	3	700231
244	118	156	4	678	0	0	FULL	2	513072
221	141	145	4	684	0	0	FULL	1	267583
202	177	125	319	2109	18	17	FULL	1	598690
259	149	195	0	346	0	0	FULL	2	103096
264	210	81	4	250	12	18	FULL	1	871912
256	169	81	3	402	17	17	FULL	1	644232
363	251	116	0	423	0	0	FULL	2	181031
188	123	152	7	605	27	22	FULL	3	798681
303	176	216	0	974	13	9	FULL	1	758140
206	216	190	8	1557	0	0	FULL	2	577625
269	202	83	13	598	0	0	FULL	4	780456
216	179	117	4	309	24	22	FULL	3	791612
300	192	183	1774	813	0	0	FULL	3	684601
386	291	94	10	442	15	19	FULL	1	407985
318	212	170	11	278	0	0	FULL	1	582784
249	160	289	11	489	0	0	FULL	5	293108
303	225	139	9	976	0	0	FULL	2	659935
254	195	171	0	1170	0	0	FULL	3	453489
340	224	86	136	882	0	0	FULL	2	630945
306	236	131	9	514	8	12	FULL	1	507991
264	132	246	8	1001	0	0	FULL	3	143119
457	258	72	8	1061	0	0	FULL	2	868917
243	178	219	0	435	0	0	FULL	2	977511
247	181	167	7	853	14	13	FULL	2	63743
241	159	118	1476	250	0	0	FULL	2	141649
267	225	109	0	468	0	0	FULL	3	694676
234	196	98	0	875	19	22	ALL_EDGES	4	164090
364	237	110	9	447	0	0	FULL	3	900439
309	224	123	1173	418	0	0	FULL	2	933651
276	142	244	0	913	22	22	FULL	2	77546
162	132	305	0	648	22	24	FULL	1	289163
188	152	156	9	628	36	34	FULL	2	886976
175	132	240	5	870	28	30	FULL	2	86844
292	241	121	0	850	0	0	FULL	3	900238
244	120	256	352	329	0	0	FULL	2	297835
318	197	136	8	577	28	35	FULL	2	843632
238	160	222	1691	306	0	0	FULL	2	671382
348	204	119	8	353	24	24	FULL	3	326116
387	233	116	3612	564	14	22	FULL	1	741268
217	173	120	468	899	0	0	ALL_EDGES	1	745244
293	167	194	560	1564	13	18	FULL	4	155091
251	108	166	4	1332	27	22	ALL_EDGES	3	536792
203	141	191	5	384	0	0	FULL	1	407264
255	166	179	0	1079	0	0	FULL	1	506700
243	212	165	8	1002	0	0	FULL	1	139551
286	262	141	0	778	11	15	FULL	3	914826
181	185	104	1421	250	16	13	FULL	3	674628
264	188	150	7	385	9	9	FULL	1	574506
267	211	169	9	250	0	0	FULL	2	663678
256	163	108	4	414	0	0	FULL	4	855508
343	198	170	0	404	7	2	ALL_EDGES	2	239894
299	237	106	7	380	0	0	FULL	1	830439
340	299	84	1351	250	0	0	FULL	2	154489
232	228	104	5	746	0	0	FULL	2	294366
252	225	151	8	463	20	18	FULL	1	643561
241	125	282	3791	905	33	34	FULL	1	456952
289	209	191	2024	413	0	0	FULL	2	295479
304	203	121	7	349	10	9	FULL	16	506343
320	203	116	0	250	23	25	FULL	1	667355
201	188	277	10	513	14	14	FULL	1	124108
221	173	223	0	821	0	0	FULL	1	414640
318	229	158	3427	711	14	17	FULL	1	991793
312	256	144	11	463	30	35	FULL	1	437688
351	286	194	2359	250	0	0	FULL	3	918835
363	246	185	16	386	0	0	FULL	1	408385
481	368	105	18	278	0	0	FULL	4	466889
355	246	212	3515	250	13	11	FULL	1	581355
378	165	249	15	1430	0	0	FULL	2	401807
332	238	197	0	1127	0	0	FULL	1	109219
194	187	344	1187	499	0	0	FULL	1	974547
470	228	117	25	295	32	30	FULL	1	625080
461	289	146	8229	512	0	0	ALL_EDGES	1	747082
364	268	169	0	540	0	0	FULL	1	640321
379	267	143	14	446	0	0	FULL	5	348762
297	216	241	15	413	19	18	FULL	2	972626
390	271	190	20	727	0	0	FULL	1	127959
399	239	162	15	250	0	0	FULL	1	983092
355	234	211	17	530	7	9	ALL_EDGES	2	197828
391	302	165	0	373	0	0	FULL	1	39821
377	205	200	15	520	0	0	ALL_EDGES	1	903882
424	267	110	0	250	51	50	FULL	3	837272
400	371	104	1937	595	4	12	FULL	1	177761
350	271	185	3535	352	0	0	FULL	1	31210
538	361	101	0	689	0	0	FULL	1	346621
308	243	193	1406	397	0	0	ALL_EDGES	1	648518
345	248	204	17	250	11	15	FULL	1	615453
276	232	196	12	1018	0	0	FULL	1	514469
420	288	161	3003	626	0	0	FULL	1	505270
358	223	218	4182	384	0	0	FULL	1	394880
337	222	195	0	1149	25	26	FULL	4	636734
